kepid,mass,mass_errp,mass_errm,radius,radius_errp,radius_errm,density,density_errp,density_errm,logg,logg_errp,logg_errm,age,age_errp,age_errm,ref
3761840,1.69,0.17,0.25,2.87,0.15,0.14,0.0701,0.0051,0.0053,3.742,0.024,0.028999999999999998,2.2,1.1,0.6,Chaplin et al. (2014)
3854781,1.33,0.08,0.12,1.85,0.05,0.07,0.2092,0.007,0.0067,4.024,0.012,0.015,4.5,1.0,0.7,Chaplin et al. (2014)
3942719,1.18,0.15,0.15,2.16,0.15,0.14,0.1168,0.0098,0.0107,3.8369999999999997,0.019,0.02,5.5,1.5,0.8,Chaplin et al. (2014)
3952307,1.21,0.13,0.15,2.05,0.08,0.09,0.1407,0.0058,0.0056,3.8960000000000004,0.022000000000000002,0.02,5.1,1.2,0.9,Chaplin et al. (2014)
3952580,1.74,0.16,0.13,2.84,0.1,0.1,0.0763,0.0031,0.0031,3.772,0.013999999999999999,0.015,2.0,0.4,0.5,Chaplin et al. (2014)
3967430,1.39,0.14,0.08,1.47,0.05,0.05,0.4421,0.0203,0.0201,4.251,0.016,0.017,1.1,0.6,0.8,Chaplin et al. (2014)
3967859,1.13,0.14,0.16,1.33,0.07,0.07,0.4725,0.0315,0.0296,4.236000000000001,0.026000000000000002,0.028999999999999998,4.5,3.5,2.2,Chaplin et al. (2014)
4038445,1.32,0.17,0.15,2.93,0.14,0.14,0.0522,0.0018,0.0018,3.622,0.013000000000000001,0.013000000000000001,4.3,1.3,1.1,Chaplin et al. (2014)
4049576,1.29,0.18,0.16,2.07,0.09,0.1,0.1462,0.0089,0.0088,3.917,0.023,0.025,4.7,0.9,1.3,Chaplin et al. (2014)
4064447,1.92,0.09,0.15,4.6,0.11,0.14,0.0195,0.0008,0.0007,3.391,0.011000000000000001,0.011000000000000001,1.5,0.4,0.3,Chaplin et al. (2014)
4072740,1.32,0.08,0.16,4.14,0.13,0.21,0.0185,0.0008,0.0008,3.321,0.012,0.013000000000000001,4.9,1.8,0.9,Chaplin et al. (2014)
4165030,1.06,0.11,0.12,1.74,0.08,0.09,0.2021,0.0097,0.0098,3.9819999999999998,0.017,0.017,8.1,2.6,1.9,Chaplin et al. (2014)
4243623,1.13,0.11,0.1,2.74,0.11,0.1,0.055,0.0016,0.0015,3.616,0.01,0.01,6.1,2.2,1.1,Chaplin et al. (2014)
4252818,0.97,0.14,0.13,1.52,0.12,0.1,0.2764,0.0257,0.0254,4.06,0.021,0.021,11.0,4.2,3.4,Chaplin et al. (2014)
4346201,1.42,0.15,0.12,2.03,0.07,0.07,0.1717,0.0065,0.0061,3.9789999999999996,0.016,0.015,3.4,0.8,0.9,Chaplin et al. (2014)
4347652,1.75,0.22,0.43,4.73,0.24,0.49,0.0165,0.0011,0.001,3.323,0.022000000000000002,0.027000000000000003,2.0,2.3,0.8,Chaplin et al. (2014)
4351319,1.62,0.13,0.23,3.72,0.13,0.22,0.0314,0.0013,0.0011,3.505,0.008,0.009000000000000001,2.7,1.3,0.6,Chaplin et al. (2014)
4378838,1.63,0.12,0.23,3.73,0.1,0.2,0.0315,0.0008,0.0008,3.5060000000000002,0.009000000000000001,0.013999999999999999,2.7,1.4,0.6,Chaplin et al. (2014)
4446300,1.06,0.1,0.09,2.01,0.07,0.07,0.1315,0.0035,0.0034,3.859,0.011000000000000001,0.012,8.0,2.1,1.6,Chaplin et al. (2014)
4450844,1.17,0.09,0.11,1.6,0.05,0.06,0.284,0.0084,0.008,4.093999999999999,0.012,0.012,5.2,1.8,1.1,Chaplin et al. (2014)
4457351,0.96,0.13,0.12,1.7,0.09,0.08,0.1949,0.0112,0.0109,3.958,0.021,0.021,11.0,3.5,2.8,Chaplin et al. (2014)
4465324,1.14,0.11,0.16,1.41,0.06,0.09,0.4082,0.0224,0.0213,4.194,0.015,0.016,5.3,3.5,1.7,Chaplin et al. (2014)
4465529,1.34,0.11,0.2,1.64,0.07,0.07,0.2978,0.0214,0.0196,4.127,0.024,0.027999999999999997,2.9,1.9,0.8,Chaplin et al. (2014)
4543171,1.37,0.09,0.12,1.68,0.05,0.05,0.2876,0.0126,0.0126,4.121,0.016,0.017,3.0,0.9,0.7,Chaplin et al. (2014)
4554830,1.09,0.07,0.17,1.4,0.04,0.08,0.3956,0.0128,0.0109,4.178999999999999,0.011000000000000001,0.017,8.2,6.5,2.4,Chaplin et al. (2014)
4571351,1.06,0.21,0.12,1.47,0.08,0.06,0.3369,0.0175,0.0169,4.133,0.027999999999999997,0.024,6.6,2.6,2.8,Chaplin et al. (2014)
4571904,1.47,0.16,0.14,2.37,0.12,0.1,0.1097,0.0067,0.0062,3.853,0.019,0.019,3.2,0.9,1.0,Chaplin et al. (2014)
4574610,1.42,0.15,0.15,2.81,0.1,0.1,0.0644,0.002,0.0018,3.693,0.019,0.017,3.7,0.9,0.8,Chaplin et al. (2014)
4577484,1.14,0.13,0.15,2.13,0.1,0.12,0.1176,0.0071,0.0068,3.835,0.018000000000000002,0.02,6.3,2.2,1.0,Chaplin et al. (2014)
4641621,1.49,0.16,0.14,3.11,0.16,0.14,0.0495,0.0041,0.004,3.625,0.022000000000000002,0.023,3.1,0.8,0.7,Chaplin et al. (2014)
4646780,1.43,0.15,0.1,1.92,0.08,0.08,0.2018,0.0125,0.0123,4.027,0.019,0.021,2.9,0.7,0.9,Chaplin et al. (2014)
4672403,1.25,0.13,0.16,1.86,0.08,0.09,0.1942,0.0077,0.0074,3.9939999999999998,0.015,0.019,4.9,1.9,0.9,Chaplin et al. (2014)
4739932,1.24,0.14,0.17,1.84,0.08,0.09,0.199,0.0094,0.009,4.0,0.02,0.023,4.8,1.8,1.0,Chaplin et al. (2014)
4755204,1.26,0.11,0.12,1.68,0.05,0.06,0.2683,0.0087,0.0086,4.0889999999999995,0.013000000000000001,0.013000000000000001,4.4,1.1,1.1,Chaplin et al. (2014)
4756112,1.64,0.14,0.26,2.74,0.1,0.13,0.0789,0.0041,0.0039,3.772,0.02,0.025,2.4,1.2,0.5,Chaplin et al. (2014)
4841753,1.31,0.15,0.17,2.12,0.1,0.1,0.1358,0.0098,0.0097,3.8960000000000004,0.026000000000000002,0.026000000000000002,4.5,1.0,1.0,Chaplin et al. (2014)
4842436,1.1,0.17,0.13,1.58,0.09,0.08,0.2801,0.0207,0.0201,4.083,0.024,0.025,6.3,2.5,2.0,Chaplin et al. (2014)
4846457,1.36,0.15,0.14,2.42,0.12,0.11,0.0954,0.0056,0.0054,3.801,0.021,0.019,4.1,0.9,0.9,Chaplin et al. (2014)
4915148,1.04,0.11,0.12,2.48,0.1,0.11,0.0678,0.0017,0.0017,3.6630000000000003,0.013000000000000001,0.015,9.9,5.0,2.9,Chaplin et al. (2014)
4918355,1.07,0.1,0.11,2.98,0.11,0.12,0.0403,0.0009,0.0009,3.517,0.01,0.011000000000000001,8.1,4.3,2.3,Chaplin et al. (2014)
4931390,1.37,0.11,0.12,1.41,0.04,0.04,0.4889,0.0155,0.0149,4.276,0.013999999999999999,0.015,0.9,0.9,0.7,Chaplin et al. (2014)
4947253,1.33,0.13,0.13,2.07,0.08,0.08,0.1499,0.0059,0.0058,3.93,0.015,0.017,4.1,1.0,0.9,Chaplin et al. (2014)
5033245,1.61,0.15,0.17,3.55,0.13,0.16,0.0363,0.0013,0.0013,3.5460000000000003,0.012,0.013000000000000001,2.6,0.8,0.6,Chaplin et al. (2014)
5084157,1.14,0.11,0.16,1.4,0.05,0.08,0.4191,0.0226,0.0222,4.202,0.018000000000000002,0.019,5.0,3.3,1.7,Chaplin et al. (2014)
5095159,1.25,0.16,0.21,2.67,0.13,0.17,0.0658,0.0021,0.0021,3.682,0.016,0.023,5.1,2.9,1.3,Chaplin et al. (2014)
5095850,1.45,0.27,0.1,2.29,0.17,0.1,0.1226,0.0103,0.0102,3.888,0.022000000000000002,0.021,3.2,0.7,1.4,Chaplin et al. (2014)
5110725,1.33,0.06,0.11,3.75,0.08,0.14,0.0253,0.0007,0.0007,3.412,0.008,0.009000000000000001,4.9,1.3,0.8,Chaplin et al. (2014)
5214711,1.26,0.21,0.11,1.87,0.09,0.08,0.1972,0.0108,0.0101,4.005,0.026000000000000002,0.025,4.6,0.7,1.8,Chaplin et al. (2014)
5253542,0.94,0.18,0.11,1.15,0.07,0.05,0.6314,0.0233,0.0221,4.298,0.025,0.021,8.6,4.3,4.6,Chaplin et al. (2014)
5265656,1.17,0.25,0.3,2.58,0.36,0.3,0.0669,0.0172,0.0152,3.673,0.062,0.07,5.7,6.6,1.9,Chaplin et al. (2014)
5309966,1.38,0.12,0.1,1.65,0.06,0.06,0.3102,0.0144,0.0144,4.145,0.015,0.015,2.4,0.8,0.6,Chaplin et al. (2014)
5344612,1.38,0.12,0.13,1.78,0.07,0.07,0.2423,0.0119,0.0114,4.073,0.016,0.018000000000000002,3.0,0.9,0.7,Chaplin et al. (2014)
5353186,1.52,0.14,0.16,2.28,0.09,0.1,0.1277,0.0057,0.0056,3.9,0.015,0.013000000000000001,2.9,0.9,0.8,Chaplin et al. (2014)
5390438,1.17,0.15,0.16,3.62,0.18,0.2,0.0248,0.0009,0.0009,3.39,0.013999999999999999,0.016,6.0,3.5,1.5,Chaplin et al. (2014)
5429911,1.38,0.25,0.24,3.19,0.21,0.22,0.0423,0.0019,0.0019,3.569,0.021,0.027999999999999997,3.9,2.1,1.5,Chaplin et al. (2014)
5431016,1.48,0.24,0.14,2.22,0.11,0.09,0.1371,0.0113,0.0108,3.923,0.028999999999999998,0.032,2.9,1.0,1.2,Chaplin et al. (2014)
5431807,1.47,0.15,0.16,3.25,0.14,0.15,0.0427,0.0016,0.0015,3.5789999999999997,0.01,0.011000000000000001,3.3,1.1,0.8,Chaplin et al. (2014)
5468089,1.51,0.13,0.16,2.01,0.06,0.08,0.1856,0.007,0.0064,4.008,0.017,0.015,2.7,0.8,0.7,Chaplin et al. (2014)
5516982,1.25,0.12,0.15,1.48,0.05,0.06,0.3841,0.0131,0.0127,4.1930000000000005,0.016,0.019,3.0,1.6,1.1,Chaplin et al. (2014)
5523099,1.26,0.11,0.12,2.39,0.09,0.1,0.093,0.0041,0.0041,3.783,0.013999999999999999,0.015,5.0,0.8,0.8,Chaplin et al. (2014)
5530375,1.4,0.13,0.13,2.77,0.1,0.1,0.066,0.0028,0.0028,3.699,0.015,0.015,3.7,0.8,0.7,Chaplin et al. (2014)
5543462,1.21,0.14,0.18,1.39,0.06,0.07,0.4475,0.0215,0.0206,4.229,0.024,0.027000000000000003,3.1,3.1,1.6,Chaplin et al. (2014)
5603483,1.27,0.1,0.12,3.62,0.11,0.14,0.0267,0.0007,0.0007,3.4219999999999997,0.01,0.012,5.4,1.6,1.0,Chaplin et al. (2014)
5607242,1.32,0.1,0.1,2.48,0.08,0.09,0.0865,0.0034,0.0032,3.7680000000000002,0.011000000000000001,0.011000000000000001,4.6,0.7,0.6,Chaplin et al. (2014)
5629080,1.36,0.21,0.16,3.21,0.21,0.17,0.0411,0.0019,0.0019,3.5589999999999997,0.012,0.012,4.0,1.5,1.3,Chaplin et al. (2014)
5636956,1.41,0.13,0.14,2.02,0.07,0.07,0.1712,0.0063,0.006,3.977,0.013999999999999999,0.015,3.2,1.1,0.8,Chaplin et al. (2014)
5683538,1.39,0.21,0.13,2.44,0.13,0.1,0.0964,0.0057,0.0053,3.81,0.018000000000000002,0.018000000000000002,3.8,0.8,1.2,Chaplin et al. (2014)
5686856,1.13,0.12,0.11,1.77,0.08,0.08,0.2033,0.0104,0.01,3.9939999999999998,0.013000000000000001,0.013000000000000001,5.8,1.6,1.2,Chaplin et al. (2014)
5689219,1.39,0.15,0.1,1.81,0.06,0.06,0.2378,0.0091,0.0081,4.071000000000001,0.016,0.015,2.8,0.7,0.8,Chaplin et al. (2014)
5689820,1.13,0.1,0.11,2.32,0.09,0.1,0.0905,0.0031,0.003,3.759,0.011000000000000001,0.012,7.0,2.5,1.5,Chaplin et al. (2014)
5723165,1.38,0.14,0.16,2.78,0.12,0.13,0.064,0.0028,0.0027,3.687,0.013999999999999999,0.013999999999999999,4.1,1.1,0.8,Chaplin et al. (2014)
5773155,1.37,0.13,0.17,1.85,0.08,0.09,0.2177,0.0146,0.0141,4.041,0.018000000000000002,0.019,3.2,1.4,0.8,Chaplin et al. (2014)
5822889,1.84,0.15,0.22,4.4,0.15,0.22,0.0217,0.0011,0.001,3.415,0.013999999999999999,0.015,1.7,0.7,0.4,Chaplin et al. (2014)
5892169,1.5,0.12,0.16,3.15,0.11,0.13,0.0476,0.0013,0.0013,3.614,0.01,0.012,3.2,1.1,0.7,Chaplin et al. (2014)
5950854,0.96,0.13,0.09,1.24,0.06,0.05,0.5087,0.0177,0.0181,4.237,0.015,0.015,9.5,3.8,3.7,Chaplin et al. (2014)
5961597,1.6,0.12,0.15,1.96,0.05,0.07,0.2118,0.0089,0.0087,4.055,0.018000000000000002,0.021,1.9,0.9,0.5,Chaplin et al. (2014)
6034893,1.83,0.15,0.18,4.26,0.14,0.18,0.0237,0.0008,0.0008,3.44,0.011000000000000001,0.012,1.8,0.6,0.4,Chaplin et al. (2014)
6035199,1.02,0.22,0.14,3.21,0.24,0.18,0.0307,0.0012,0.0011,3.4339999999999997,0.021,0.02,8.7,4.7,3.5,Chaplin et al. (2014)
6047087,1.16,0.12,0.15,1.35,0.05,0.06,0.4785,0.0154,0.0156,4.245,0.015,0.018000000000000002,3.8,2.6,1.6,Chaplin et al. (2014)
6049366,1.23,0.16,0.14,1.84,0.1,0.09,0.1962,0.0132,0.0128,3.9960000000000004,0.022000000000000002,0.023,4.8,1.3,1.3,Chaplin et al. (2014)
6064910,1.48,0.13,0.12,2.36,0.1,0.08,0.1127,0.0057,0.006,3.862,0.02,0.018000000000000002,3.0,0.6,0.8,Chaplin et al. (2014)
6106120,1.4,0.12,0.14,2.78,0.1,0.11,0.0652,0.0025,0.0024,3.695,0.013999999999999999,0.015,3.9,0.9,0.6,Chaplin et al. (2014)
6119013,1.4,0.28,0.42,3.32,0.3,0.49,0.0386,0.0046,0.0036,3.536,0.02,0.018000000000000002,3.6,7.2,1.6,Chaplin et al. (2014)
6129877,1.16,0.11,0.16,1.36,0.04,0.07,0.462,0.0155,0.0151,4.234,0.015,0.018000000000000002,4.4,2.8,1.7,Chaplin et al. (2014)
6145937,1.12,0.15,0.12,2.32,0.13,0.11,0.0897,0.0043,0.0042,3.7569999999999997,0.013999999999999999,0.013999999999999999,5.8,1.6,1.1,Chaplin et al. (2014)
6232600,1.28,0.11,0.15,1.35,0.06,0.06,0.5143,0.0403,0.0397,4.279,0.026000000000000002,0.028999999999999998,1.6,1.7,1.2,Chaplin et al. (2014)
6287060,1.08,0.14,0.13,1.47,0.07,0.07,0.3448,0.0134,0.0132,4.141,0.019,0.02,6.7,3.7,2.2,Chaplin et al. (2014)
6290627,1.34,0.25,0.14,3.68,0.27,0.16,0.0268,0.001,0.0011,3.432,0.013999999999999999,0.013000000000000001,4.2,1.4,1.7,Chaplin et al. (2014)
6308642,1.32,0.1,0.12,2.39,0.08,0.09,0.096,0.0036,0.0036,3.798,0.013000000000000001,0.013000000000000001,4.7,0.7,0.6,Chaplin et al. (2014)
6363365,0.95,0.19,0.16,1.34,0.08,0.07,0.396,0.0157,0.0141,4.163,0.028999999999999998,0.026000000000000002,10.5,8.8,6.1,Chaplin et al. (2014)
6370489,1.3,0.12,0.13,2.08,0.08,0.08,0.1452,0.0056,0.0053,3.917,0.013000000000000001,0.015,4.3,0.9,0.7,Chaplin et al. (2014)
6421967,1.27,0.08,0.11,1.27,0.04,0.04,0.6075,0.0267,0.0258,4.327,0.015,0.018000000000000002,0.9,1.4,0.9,Chaplin et al. (2014)
6430804,1.13,0.12,0.11,3.2,0.14,0.14,0.0346,0.0012,0.0012,3.4819999999999998,0.009000000000000001,0.01,5.9,2.2,1.1,Chaplin et al. (2014)
6448798,1.43,0.19,0.13,2.41,0.13,0.1,0.1029,0.0061,0.0059,3.833,0.018000000000000002,0.018000000000000002,3.5,0.8,1.1,Chaplin et al. (2014)
6450651,1.11,0.17,0.23,1.72,0.12,0.13,0.2185,0.0163,0.0154,4.01,0.028999999999999998,0.03,6.5,7.0,2.3,Chaplin et al. (2014)
6505044,1.28,0.1,0.11,3.77,0.11,0.14,0.0239,0.0007,0.0007,3.391,0.009000000000000001,0.009000000000000001,5.3,1.4,1.0,Chaplin et al. (2014)
6520835,1.39,0.15,0.11,2.18,0.09,0.07,0.1348,0.0045,0.0045,3.907,0.013000000000000001,0.017,3.7,1.1,0.7,Chaplin et al. (2014)
6529109,1.35,0.08,0.22,1.91,0.05,0.11,0.1922,0.0065,0.0063,4.0,0.012,0.023,4.4,2.9,0.7,Chaplin et al. (2014)
6530901,1.28,0.12,0.19,1.55,0.05,0.07,0.3394,0.0143,0.0136,4.159,0.02,0.025,3.2,1.9,1.1,Chaplin et al. (2014)
6531928,1.0,0.14,0.14,2.68,0.15,0.15,0.052,0.0021,0.002,3.582,0.016,0.016,8.0,5.3,2.4,Chaplin et al. (2014)
6587236,1.45,0.16,0.14,3.01,0.17,0.15,0.0535,0.0046,0.0044,3.6439999999999997,0.021,0.021,3.3,0.8,0.8,Chaplin et al. (2014)
6592305,1.54,0.09,0.2,2.34,0.06,0.11,0.1191,0.0042,0.0033,3.8810000000000002,0.01,0.02,3.0,1.4,0.3,Chaplin et al. (2014)
6593461,0.98,0.18,0.17,1.31,0.08,0.07,0.4426,0.0219,0.0214,4.197,0.034,0.027999999999999997,9.3,8.1,5.6,Chaplin et al. (2014)
6593620,1.0,0.13,0.13,1.59,0.09,0.08,0.2451,0.0169,0.0162,4.029,0.025,0.023,10.0,3.5,2.8,Chaplin et al. (2014)
6605673,1.24,0.13,0.1,1.71,0.06,0.06,0.2503,0.0075,0.0073,4.0680000000000005,0.016,0.015,4.5,1.0,1.3,Chaplin et al. (2014)
6612225,1.37,0.1,0.14,1.9,0.06,0.07,0.2002,0.0073,0.0069,4.016,0.013000000000000001,0.013999999999999999,3.4,1.3,0.7,Chaplin et al. (2014)
6671492,1.56,0.11,0.21,2.5,0.1,0.13,0.0985,0.0044,0.0041,3.8280000000000003,0.012,0.013999999999999999,2.8,1.2,0.4,Chaplin et al. (2014)
6688822,1.18,0.11,0.15,2.15,0.09,0.12,0.1181,0.0057,0.0051,3.842,0.013000000000000001,0.013999999999999999,5.7,1.3,0.7,Chaplin et al. (2014)
6689943,1.24,0.1,0.1,1.51,0.05,0.05,0.357,0.0122,0.0123,4.17,0.013999999999999999,0.015,4.1,1.4,1.2,Chaplin et al. (2014)
6693861,1.16,0.14,0.14,2.17,0.1,0.13,0.1148,0.0063,0.0053,3.8339999999999996,0.015,0.017,5.5,1.4,0.7,Chaplin et al. (2014)
6766513,1.35,0.16,0.12,2.11,0.08,0.08,0.1439,0.0066,0.0063,3.92,0.02,0.019,4.0,0.9,1.2,Chaplin et al. (2014)
6802438,1.25,0.17,0.17,2.7,0.14,0.14,0.0636,0.0027,0.0025,3.6719999999999997,0.016,0.017,4.8,1.5,1.2,Chaplin et al. (2014)
6806100,1.19,0.09,0.12,2.09,0.09,0.1,0.1303,0.0113,0.0107,3.8710000000000004,0.025,0.025,6.3,1.3,0.9,Chaplin et al. (2014)
6837853,1.14,0.11,0.17,1.37,0.05,0.07,0.4357,0.0155,0.0151,4.213,0.017,0.021,5.2,3.7,1.9,Chaplin et al. (2014)
6848299,0.91,0.19,0.12,1.77,0.16,0.12,0.1669,0.0148,0.0153,3.909,0.017,0.017,12.3,4.3,4.4,Chaplin et al. (2014)
6853020,1.3,0.22,0.11,2.01,0.09,0.08,0.1645,0.0082,0.0081,3.9560000000000004,0.025,0.021,4.3,0.7,1.7,Chaplin et al. (2014)
6863041,1.32,0.1,0.18,2.39,0.09,0.15,0.0977,0.0086,0.005,3.806,0.025,0.018000000000000002,4.8,1.0,0.7,Chaplin et al. (2014)
6947945,1.15,0.16,0.19,2.24,0.15,0.19,0.1024,0.0088,0.0073,3.7960000000000003,0.01,0.01,5.9,3.2,1.1,Chaplin et al. (2014)
7019341,0.99,0.2,0.12,1.4,0.1,0.08,0.3649,0.0258,0.0252,4.148,0.021,0.021,9.8,4.1,4.2,Chaplin et al. (2014)
7038145,1.57,0.11,0.23,2.48,0.08,0.12,0.1017,0.0037,0.0033,3.839,0.013000000000000001,0.019,2.7,1.3,0.5,Chaplin et al. (2014)
7107778,1.35,0.17,0.14,2.92,0.14,0.12,0.0541,0.002,0.002,3.637,0.013999999999999999,0.013999999999999999,4.6,1.2,1.3,Chaplin et al. (2014)
7133688,1.44,0.15,0.1,1.91,0.08,0.08,0.2065,0.0134,0.0129,4.034,0.02,0.021,2.8,0.7,0.9,Chaplin et al. (2014)
7174470,1.44,0.17,0.15,2.28,0.1,0.09,0.1211,0.0054,0.0055,3.88,0.017,0.022000000000000002,3.4,1.1,1.0,Chaplin et al. (2014)
7216846,1.43,0.18,0.18,3.17,0.16,0.16,0.0449,0.0019,0.0018,3.591,0.015,0.016,3.6,1.4,1.0,Chaplin et al. (2014)
7218053,1.32,0.19,0.15,2.44,0.16,0.13,0.0915,0.0069,0.0065,3.787,0.024,0.023,4.4,1.0,1.1,Chaplin et al. (2014)
7264595,1.33,0.15,0.14,2.72,0.15,0.14,0.0662,0.0051,0.005,3.693,0.018000000000000002,0.019,4.2,0.9,0.8,Chaplin et al. (2014)
7296438,0.97,0.19,0.11,1.33,0.08,0.06,0.4174,0.0213,0.0204,4.183,0.027000000000000003,0.024,9.2,3.7,4.2,Chaplin et al. (2014)
7341231,0.9,0.16,0.11,2.69,0.2,0.14,0.0458,0.0021,0.0026,3.531,0.013000000000000001,0.011000000000000001,12.4,5.5,5.6,Chaplin et al. (2014)
7376493,0.97,0.12,0.11,1.49,0.08,0.07,0.2945,0.0147,0.0143,4.079,0.018000000000000002,0.017,10.3,3.5,3.0,Chaplin et al. (2014)
7383120,1.24,0.12,0.13,1.45,0.05,0.07,0.4082,0.0218,0.0206,4.208,0.018000000000000002,0.018000000000000002,3.2,1.8,1.2,Chaplin et al. (2014)
7386523,1.29,0.23,0.16,2.16,0.12,0.11,0.1276,0.0096,0.0098,3.877,0.028999999999999998,0.026000000000000002,4.7,1.0,1.5,Chaplin et al. (2014)
7429287,1.05,0.2,0.09,1.57,0.1,0.06,0.2713,0.0106,0.0102,4.069,0.016,0.013000000000000001,8.9,2.6,3.7,Chaplin et al. (2014)
7448374,1.28,0.12,0.26,2.31,0.08,0.27,0.106,0.0159,0.0043,3.827,0.01,0.013999999999999999,5.0,1.9,0.7,Chaplin et al. (2014)
7465072,1.35,0.17,0.22,1.7,0.09,0.09,0.2675,0.0316,0.029,4.095,0.044000000000000004,0.048,3.1,2.5,1.3,Chaplin et al. (2014)
7530690,1.36,0.07,0.09,1.34,0.04,0.04,0.5576,0.0315,0.0275,4.313,0.013000000000000001,0.015,0.3,0.7,0.4,Chaplin et al. (2014)
7534011,1.07,0.13,0.13,1.8,0.1,0.1,0.183,0.0117,0.0113,3.955,0.013999999999999999,0.013000000000000001,8.0,2.6,1.7,Chaplin et al. (2014)
7584900,1.26,0.1,0.11,3.64,0.12,0.14,0.026,0.0008,0.0007,3.4139999999999997,0.008,0.009000000000000001,5.5,1.7,1.0,Chaplin et al. (2014)
7591963,1.31,0.09,0.19,1.9,0.06,0.09,0.1874,0.0064,0.0063,3.989,0.013999999999999999,0.022000000000000002,4.4,2.0,0.6,Chaplin et al. (2014)
7611858,1.12,0.15,0.15,1.54,0.07,0.08,0.3076,0.0154,0.0148,4.112,0.022000000000000002,0.025,6.1,3.5,1.9,Chaplin et al. (2014)
7622208,1.41,0.11,0.13,1.92,0.07,0.08,0.1974,0.0095,0.0091,4.0169999999999995,0.015,0.016,3.0,0.9,0.7,Chaplin et al. (2014)
7628676,1.53,0.12,0.15,3.24,0.11,0.14,0.0453,0.0016,0.0016,3.603,0.009000000000000001,0.011000000000000001,3.0,0.9,0.6,Chaplin et al. (2014)
7700968,0.91,0.15,0.1,1.17,0.07,0.05,0.5648,0.0307,0.0295,4.261,0.02,0.02,11.6,4.5,4.9,Chaplin et al. (2014)
7739672,1.29,0.12,0.15,1.75,0.06,0.08,0.2383,0.0112,0.011,4.058,0.02,0.022000000000000002,4.1,1.3,1.1,Chaplin et al. (2014)
7771282,1.37,0.1,0.12,1.66,0.05,0.06,0.2981,0.014,0.0133,4.131,0.017,0.017,2.6,1.0,0.6,Chaplin et al. (2014)
7799430,0.98,0.17,0.11,2.66,0.17,0.14,0.0527,0.0023,0.0023,3.585,0.013999999999999999,0.013000000000000001,10.2,4.7,4.2,Chaplin et al. (2014)
7833440,1.16,0.13,0.11,1.7,0.07,0.06,0.2349,0.0086,0.0085,4.039,0.019,0.016,5.0,1.2,1.2,Chaplin et al. (2014)
7870112,1.03,0.24,0.12,1.59,0.11,0.07,0.2609,0.0106,0.0106,4.053999999999999,0.028999999999999998,0.02,9.0,3.0,3.9,Chaplin et al. (2014)
7880676,1.38,0.14,0.17,2.07,0.08,0.09,0.157,0.0056,0.0055,3.95,0.015,0.022000000000000002,3.8,1.6,0.7,Chaplin et al. (2014)
7910848,1.22,0.16,0.15,1.61,0.07,0.07,0.2919,0.0123,0.0123,4.11,0.024,0.025,4.0,1.9,1.2,Chaplin et al. (2014)
7914731,1.45,0.16,0.13,2.79,0.15,0.12,0.0672,0.0047,0.0044,3.7110000000000003,0.022000000000000002,0.021,3.4,0.8,0.8,Chaplin et al. (2014)
7938112,0.86,0.14,0.1,1.6,0.09,0.07,0.2124,0.0131,0.0129,3.97,0.021,0.021,13.8,5.5,5.9,Chaplin et al. (2014)
8012842,0.98,0.18,0.1,1.26,0.07,0.06,0.494,0.0247,0.0246,4.234,0.024,0.024,8.1,3.8,3.8,Chaplin et al. (2014)
8016496,1.47,0.14,0.12,2.04,0.08,0.08,0.172,0.0076,0.0075,3.983,0.016,0.016,2.9,0.7,0.9,Chaplin et al. (2014)
8018599,1.55,0.16,0.15,3.33,0.11,0.12,0.0423,0.0018,0.0018,3.5839999999999996,0.019,0.018000000000000002,2.8,0.7,0.6,Chaplin et al. (2014)
8019508,1.47,0.27,0.13,2.62,0.18,0.13,0.0831,0.0063,0.0062,3.7760000000000002,0.021,0.021,3.3,0.8,1.3,Chaplin et al. (2014)
8027956,1.17,0.16,0.15,1.72,0.09,0.09,0.2283,0.0115,0.0111,4.032,0.022000000000000002,0.024,5.5,2.2,1.4,Chaplin et al. (2014)
8045442,1.45,0.16,0.14,3.01,0.11,0.11,0.0535,0.0022,0.0021,3.6439999999999997,0.019,0.018000000000000002,3.3,0.8,0.8,Chaplin et al. (2014)
8106950,1.07,0.12,0.13,1.71,0.08,0.08,0.215,0.0104,0.0099,4.002,0.02,0.018000000000000002,7.0,2.4,1.7,Chaplin et al. (2014)
8114155,1.05,0.17,0.12,1.54,0.08,0.07,0.2884,0.0126,0.0123,4.087,0.021,0.02,7.6,2.8,2.7,Chaplin et al. (2014)
8150065,1.22,0.12,0.13,1.41,0.05,0.06,0.4293,0.0168,0.0162,4.22,0.016,0.017,3.3,2.0,1.3,Chaplin et al. (2014)
8172589,1.12,0.16,0.16,2.13,0.14,0.13,0.1157,0.0101,0.0099,3.8289999999999997,0.023,0.026000000000000002,6.2,2.9,1.2,Chaplin et al. (2014)
8174170,1.3,0.23,0.17,2.2,0.15,0.14,0.1217,0.0087,0.009,3.865,0.017,0.017,4.6,1.0,1.6,Chaplin et al. (2014)
8174981,1.38,0.13,0.14,2.05,0.08,0.08,0.1594,0.0066,0.0063,3.952,0.013999999999999999,0.016,3.9,1.0,0.8,Chaplin et al. (2014)
8176564,1.2,0.11,0.12,1.55,0.05,0.06,0.3236,0.0116,0.0108,4.137,0.013999999999999999,0.013999999999999999,4.5,1.8,1.2,Chaplin et al. (2014)
